Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCJ05,OUT018,2641.655166
FDF59,OUT046,1973.626339
NCO05,OUT035,2065.745394
FDW24,OUT018,831.158702
NCX42,OUT018,2797.581781
NCA53,OUT035,1663.820599
FDI45,OUT019,4476.143232
FDG46,OUT046,1846.941825
FDM20,OUT010,4464.730836
FDW11,OUT010,1017.742739
FDX08,OUT035,2775.892004
NCK17,OUT035,137.3060463
FDK32,OUT018,2528.036179
NCA42,OUT035,2702.84519
DRI01,OUT035,2976.208576
NCL55,OUT049,3474.89548
DRE25,OUT018,248.212783
FDD14,OUT017,4747.276363
FDB10,OUT046,549.4537044
DRN11,OUT035,2258.848281
FDP38,OUT018,749.9883055
NCA30,OUT017,3044.10894
FDT15,OUT017,2954.426532
NCP55,OUT018,808.8638957
FDF12,OUT035,2426.501139
FDM21,OUT018,3427.916658
FDX56,OUT035,3681.117525
FDF10,OUT017,2966.805268
FDT32,OUT045,3141.608217
FDM51,OUT018,323.1440907
NCR50,OUT018,2241.649972
FDI19,OUT049,3796.513084
FDX21,OUT017,1531.782218
FDR31,OUT035,328.4561953
FDY02,OUT013,4199.252948
NCA29,OUT045,4405.345011
NCX17,OUT046,3065.501597
FDM12,OUT045,2482.481346
FDI53,OUT027,2188.724678
NCU30,OUT049,2801.586975
FDC56,OUT027,1966.126889
FDK27,OUT018,1867.83586
NCK18,OUT017,3057.178687
FDB52,OUT019,558.745697
DRG25,OUT027,2985.036751
FDZ13,OUT049,967.2476897
FDB57,OUT019,3326.272726
FDR40,OUT046,1383.561843
NCO14,OUT019,176.7850282
NCN19,OUT045,2998.783134
FDQ28,OUT019,2515.872113
FDO13,OUT018,4129.104556
FDK48,OUT013,1180.955342
FDU07,OUT018,3794.071299
FDW20,OUT046,1722.566941
FDV12,OUT010,1930.76183
FDH24,OUT013,2471.189863
FDV59,OUT049,3582.557073
FDK57,OUT045,1813.654008
FDL16,OUT027,1581.253129
NCQ17,OUT046,2308.301399
FDJ15,OUT018,2697.386328
FDX24,OUT049,1226.428269
FDT47,OUT046,1777.146889
FDT10,OUT049,927.214719
FDZ37,OUT018,1572.770678
FDW43,OUT027,5604.060788
DRN36,OUT017,1757.499189
FDJ14,OUT045,1333.120732
FDA32,OUT013,3324.045895
FDJ38,OUT019,3115.961732
FDQ57,OUT017,2057.629443
NCQ41,OUT019,660.414243
FDG56,OUT049,969.0690831
DRC13,OUT027,1957.679803
FDV55,OUT035,2546.449687
FDQ49,OUT045,2406.022884
FDE29,OUT010,1208.118488
FDR03,OUT013,5164.240056
FDD45,OUT049,285.2489043
FDN38,OUT010,4166.682585
FDT56,OUT046,865.1595175
FDT48,OUT045,3468.476291
FDU03,OUT049,3284.33638
FDC56,OUT010,1966.126889
NCO43,OUT027,298.7581236
FDQ27,OUT017,1945.970986
FDR03,OUT046,5164.240056
DRH23,OUT010,1986.242862
FDG22,OUT045,700.7284955
NCJ42,OUT013,1400.721074
FDR24,OUT046,1285.006694
FDW60,OUT035,2696.424093
FDJ08,OUT013,4892.546603
DRL59,OUT018,824.4246827
FDG60,OUT010,3498.779532
FDW27,OUT017,2444.101328
FDX14,OUT018,1405.998852
FDC20,OUT013,182.8278143
NCS29,OUT018,3623.146112
FDJ56,OUT046,1956.359739
FDB20,OUT019,243.6116519
FDL28,OUT027,5359.938854
FDW01,OUT018,2044.747519
FDL03,OUT046,3289.729726
FDX22,OUT049,508.0939543
FDJ21,OUT035,2981.892454
FDR31,OUT045,328.4561953
FDG21,OUT035,3175.294802
FDS22,OUT027,687.2088525
FDK08,OUT035,1644.137092
FDE17,OUT018,388.5878046
NCN30,OUT017,1487.766568
FDT50,OUT046,262.6079403
NCX42,OUT049,2797.581781
FDJ12,OUT035,4942.679808
NCA18,OUT027,1707.948352
FDP23,OUT019,575.0521116
FDX12,OUT013,2988.376853
FDN40,OUT018,2519.249133
FDV48,OUT035,1373.834766
NCY54,OUT013,2486.524711
FDL16,OUT010,1581.253129
FDR45,OUT018,4093.251436
FDJ52,OUT046,2394.104327
DRG01,OUT017,1371.413198
FDP52,OUT013,3923.541632
FDU58,OUT017,2968.643544
FDL02,OUT045,2229.06444
FDG28,OUT013,3703.078057
FDA19,OUT035,1705.195769
FDW46,OUT027,1994.172017
NCD43,OUT049,2392.499261
DRG39,OUT013,816.2643068
NCF55,OUT049,757.732645
FDJ07,OUT046,1744.797145
FDE08,OUT046,2382.091675
FDP56,OUT019,880.2293962
FDT45,OUT045,929.2947921
FDF17,OUT018,5074.364529
FDX44,OUT046,1257.766995
FDM28,OUT027,2786.95264
FDI36,OUT049,2939.901228
FDS07,OUT045,3010.804953
FDD36,OUT045,2013.863261
FDW11,OUT046,1017.742739
FDN40,OUT049,2519.249133
NCQ18,OUT049,1778.107753
NCQ54,OUT017,3351.741437
NCS42,OUT045,1470.063606
DRH39,OUT010,218.104862
FDC09,OUT027,1802.328066
FDT08,OUT010,357.9693212
FDC08,OUT035,3966.718423
FDT20,OUT017,150.788988
FDS35,OUT035,1044.117934
FDX58,OUT018,3315.798736
FDW58,OUT046,1799.586725
DRD27,OUT046,1356.218905
FDH32,OUT019,279.3314395
FDS26,OUT035,3821.862658
FDQ31,OUT046,1390.81971
FDP11,OUT018,3569.673206
FDD58,OUT017,2671.351015
FDM33,OUT045,4983.428106
FDZ16,OUT049,3554.473627
NCS29,OUT010,3623.146112
NCM18,OUT019,865.1358834
FDP11,OUT049,3569.673206
NCC42,OUT017,3112.797679
DRM23,OUT046,2509.046011
NCN55,OUT027,700.6826054
FDK46,OUT013,4311.931267
FDR01,OUT046,3649.940448
NCA05,OUT045,1671.865181
NCP43,OUT017,4117.577868
FDR12,OUT010,2988.741633
FDQ01,OUT013,3606.646867
FDM13,OUT046,2733.410418
FDQ19,OUT017,3969.210039
FDK56,OUT019,3187.271752
NCX06,OUT010,3267.830777
FDO56,OUT027,1990.724494
FDU45,OUT045,2251.090782
FDI16,OUT019,195.5432
FDL32,OUT046,1905.211919
FDA07,OUT046,2576.757917
FDA14,OUT045,2218.141284
FDV46,OUT027,2045.329886
NCO07,OUT035,3715.316054
NCP41,OUT046,1686.669676
FDY60,OUT018,1616.79039
FDN38,OUT017,4166.682585
FDO15,OUT046,195.4575779
FDT60,OUT013,2883.786533
FDA55,OUT035,4402.709734
FDE02,OUT010,1758.470612
DRJ39,OUT049,4339.259526
FDV34,OUT035,1329.947838
FDS20,OUT027,3212.92504
FDF02,OUT027,1812.582269
FDW40,OUT017,2353.505866
NCB43,OUT046,2891.423436
FDR58,OUT017,1502.922364
DRJ59,OUT035,588.780094
NCD30,OUT017,1486.259095
FDE14,OUT017,2543.349424
FDC28,OUT018,238.3383928
FDU16,OUT018,1354.408057
NCD19,OUT035,1857.037836
FDU21,OUT046,118.2992675
FDV59,OUT027,3582.557073
FDU03,OUT045,3284.33638
FDC33,OUT010,613.1608512
NCR42,OUT035,160.0485385
DRH59,OUT035,1068.743622
NCM31,OUT035,2266.102645
FDS50,OUT035,3910.713435
FDP39,OUT046,947.28194
FDQ55,OUT013,2053.588884
FDV36,OUT019,342.0900889
FDI05,OUT027,1145.852166
FDS45,OUT027,1857.98222
FDA39,OUT045,745.3735482
FDC37,OUT010,2449.633708
FDJ60,OUT027,4277.177372
DRQ35,OUT046,2132.405031
NCJ06,OUT046,2200.379656
NCY42,OUT018,2810.213432
DRM37,OUT049,3933.534973
FDR14,OUT045,195.1128394
FDE51,OUT049,748.5863002
FDT33,OUT017,2660.175925
FDR08,OUT013,1750.269291
FDE36,OUT010,521.722559
FDL22,OUT019,319.9053181
FDR44,OUT013,2149.693778
FDI56,OUT019,1466.06673
FDE47,OUT010,1898.56373
FDV27,OUT010,2394.267996
FDV10,OUT049,831.0722311
FDC40,OUT045,1196.538446
NCX41,OUT013,3619.455917
NCQ38,OUT027,1649.364552
FDV12,OUT027,1930.76183
FDE52,OUT017,1286.58906
FDG20,OUT027,2342.267036
FDV16,OUT027,1479.939667
FDI32,OUT017,2321.372056
FDJ32,OUT049,1026.981115
FDN39,OUT018,2740.020611
FDY34,OUT017,2893.26625
FDC14,OUT035,553.3577526
FDA55,OUT017,4402.709734
FDZ50,OUT010,3204.523841
DRG13,OUT049,2283.728383
FDP01,OUT013,2281.017521
NCG54,OUT017,3083.96591
FDM13,OUT045,2733.410418
NCO18,OUT027,2546.12999
NCW41,OUT013,430.3123242
FDM52,OUT027,3636.798608
NCF55,OUT035,757.732645
FDT09,OUT046,1981.411547
NCM19,OUT035,1864.760974
FDW12,OUT018,2609.585533
FDP15,OUT019,3960.988832
FDK36,OUT045,772.445104
FDZ25,OUT035,3115.10756
NCW06,OUT049,3258.43628
FDW60,OUT046,2696.424093
DRC49,OUT013,2057.255865
NCT17,OUT035,2601.998525
NCN06,OUT018,2346.976518
FDC45,OUT013,2805.723935
DRJ47,OUT019,3057.421435
NCF06,OUT045,3028.131642
FDE21,OUT010,2094.149841
DRG27,OUT013,715.182383
FDW40,OUT049,2353.505866
NCO53,OUT046,2819.519615
FDE23,OUT049,850.3277447
FDQ16,OUT046,2591.902668
FDS26,OUT045,3821.862658
FDZ13,OUT010,967.2476897
FDS14,OUT049,2162.078484
FDC10,OUT045,1566.79276
FDY16,OUT049,3050.128145
FDJ20,OUT035,1946.866749
FDV43,OUT035,179.4981843
FDZ32,OUT027,2485.670407
FDR23,OUT046,2664.312192
FDN24,OUT035,1021.649225
FDE34,OUT027,542.63891
FDU31,OUT013,5106.701887
FDW33,OUT018,268.3253919
FDU26,OUT046,1734.134735
FDE20,OUT027,4462.055638
NCW05,OUT035,2636.300387
FDB22,OUT018,2415.662481
FDO56,OUT046,1990.724494
FDA19,OUT027,1705.195769
DRI39,OUT045,898.2597638
FDH52,OUT018,169.7202821
FDZ50,OUT035,3204.523841
NCN42,OUT035,2708.239876
FDB53,OUT013,2931.388942
DRG11,OUT017,1827.73711
DRK11,OUT027,3523.937478
FDQ60,OUT017,1964.342254
FDT36,OUT017,703.9339778
DRG25,OUT018,2985.036751
DRJ23,OUT046,3110.386642
FDG05,OUT035,2406.703917
NCK06,OUT018,2032.833835
FDU52,OUT017,2595.593339
FDW07,OUT018,1233.833385
NCM17,OUT045,825.7834493
FDA22,OUT045,2809.026981
NCA41,OUT018,2769.634606
FDF38,OUT035,641.8414732
FDH52,OUT046,169.7202821
FDY58,OUT019,5579.134594
FDZ16,OUT045,3554.473627
NCM18,OUT017,865.1358834
FDA22,OUT018,2809.026981
NCJ43,OUT035,2752.333705
FDI34,OUT027,3520.805767
FDG56,OUT046,969.0690831
FDS34,OUT046,1592.765927
DRC01,OUT035,173.7939185
FDQ04,OUT035,1443.700396
FDK04,OUT035,886.7191251
FDT51,OUT049,1767.351527
FDV26,OUT017,3390.044938
FDS04,OUT049,1961.404903
FDW43,OUT018,5604.060788
FDQ28,OUT010,2515.872113
NCK06,OUT017,2032.833835
FDS23,OUT018,1976.359949
FDZ36,OUT019,3371.664078
FDE56,OUT018,789.0431139
FDW10,OUT027,452.7328509
NCN14,OUT045,2694.626768
NCQ18,OUT045,1778.107753
FDW08,OUT017,1564.695604
FDU43,OUT035,4222.044553
FDR33,OUT010,2837.192338
FDM24,OUT010,2569.877034
NCZ05,OUT046,1804.35254
NCV41,OUT035,2019.69552
FDV11,OUT018,2564.286052
NCY05,OUT035,133.7566667
FDV44,OUT018,4625.170995
FDW32,OUT049,1304.434748
NCU18,OUT027,2458.491095
NCC43,OUT035,5129.35381
FDW19,OUT013,1777.619884
FDN31,OUT035,2799.071154
FDI48,OUT045,799.217426
FDS24,OUT017,2369.638311
FDF46,OUT049,1906.370706
DRG23,OUT017,2062.931966
FDG14,OUT018,2791.803823
NCY30,OUT049,3044.85332
FDO28,OUT018,1744.636394
DRD24,OUT035,1935.704146
FDI33,OUT049,1568.487253
FDN32,OUT046,531.8618101
FDR16,OUT045,3184.852627
FDF26,OUT046,2611.649701
NCN29,OUT018,666.7187897
FDE20,OUT045,4462.055638
FDA46,OUT046,478.2231995
FDU28,OUT045,3144.904472
FDQ48,OUT045,1828.152329
FDV36,OUT013,342.0900889
FDR14,OUT018,195.1128394
FDP23,OUT017,575.0521116
FDP56,OUT013,880.2293962
FDK48,OUT010,1180.955342
FDR48,OUT046,2559.515892
NCY29,OUT049,947.7302122
FDM22,OUT018,922.1339447
DRJ01,OUT013,2458.846566
FDZ43,OUT045,4457.170668
FDV03,OUT035,2966.339488
FDX11,OUT027,4596.485354
NCA41,OUT027,2769.634606
FDE38,OUT017,2772.571876
FDI27,OUT018,813.3005273
FDN32,OUT013,531.8618101
NCN43,OUT017,1736.548289
FDB47,OUT027,2506.729708
FDV03,OUT017,2966.339488
NCN30,OUT045,1487.766568
NCV54,OUT010,263.9691885
FDV07,OUT013,1405.839105
FDP07,OUT049,515.6123206
FDK48,OUT018,1180.955342
FDM15,OUT019,394.8073816
FDY19,OUT027,244.2717555
FDK46,OUT046,4311.931267
FDY11,OUT045,1191.560564
FDH09,OUT046,850.4439559
FDO08,OUT027,4200.799396
FDU14,OUT013,3776.359609
FDD22,OUT027,1850.478203
FDM27,OUT017,2672.519066
FDL02,OUT027,2229.06444
NCA17,OUT035,3450.607064
FDE38,OUT019,2772.571876
NCG07,OUT049,3555.211312
DRC27,OUT013,3988.493631
FDA27,OUT035,3371.609686
FDW40,OUT045,2353.505866
DRI11,OUT013,2117.365863
FDN50,OUT046,1471.359013
FDR12,OUT046,2988.741633
FDT34,OUT027,2891.327218
FDW11,OUT035,1017.742739
NCO30,OUT027,486.9478021
FDZ34,OUT017,2738.780507
FDU45,OUT017,2251.090782
NCD42,OUT035,769.8393726
FDX25,OUT045,3104.854707
NCR29,OUT046,833.1985413
FDX43,OUT019,2626.237132
FDB04,OUT010,213.3316078
FDR49,OUT027,769.6905066
FDS39,OUT018,2249.81003
FDW58,OUT045,1799.586725
FDG22,OUT019,700.7284955
FDG31,OUT017,1203.239121
NCV53,OUT027,5098.366444
DRJ37,OUT035,2386.461437
FDV07,OUT035,1405.839105
FDW52,OUT018,3209.113758
FDT15,OUT045,2954.426532
FDD02,OUT018,333.9354072
FDM16,OUT035,1189.807168
NCE55,OUT046,2771.926942
FDB57,OUT018,3326.272726
FDQ04,OUT013,1443.700396
FDQ47,OUT019,920.7494938
FDY14,OUT019,3930.727121
DRK37,OUT017,3530.787368
FDO25,OUT017,3153.016749
FDL57,OUT046,4666.79185
NCK29,OUT018,1967.977891
FDK46,OUT027,4311.931267
NCB43,OUT010,2891.423436
DRE01,OUT027,4504.382164
FDC46,OUT018,3131.001991
FDQ23,OUT045,2000.853874
FDX38,OUT049,793.1598542
FDG60,OUT018,3498.779532
FDW55,OUT017,4190.614683
FDP39,OUT013,947.28194
FDB20,OUT018,243.6116519
FDV21,OUT017,397.1044712
FDZ02,OUT013,1362.709054
FDP19,OUT027,1665.94023
FDA38,OUT035,3631.130887
FDH22,OUT045,2102.365682
DRM11,OUT045,4050.117515
FDO12,OUT027,3979.315856
FDT14,OUT049,2273.502651
FDW34,OUT010,495.8373604
FDG04,OUT027,3528.665951
FDW59,OUT018,1300.012341
FDR33,OUT018,2837.192338
FDP32,OUT013,1991.871372
FDL13,OUT027,5262.235737
FDD22,OUT013,1850.478203
FDV40,OUT027,1100.154659
NCD55,OUT046,598.7451009
FDQ20,OUT010,144.587372
FDD28,OUT045,192.7180742
FDC39,OUT045,3536.537249
NCR17,OUT049,2111.896173
DRO35,OUT018,1519.560195
FDF40,OUT049,3548.813836
FDR31,OUT018,328.4561953
NCQ41,OUT017,660.414243
FDP38,OUT046,749.9883055
NCU54,OUT027,5015.690614
FDG22,OUT018,700.7284955
DRK59,OUT013,3767.065976
FDC37,OUT046,2449.633708
NCO42,OUT013,2818.996249
NCT42,OUT017,2368.689563
FDX27,OUT035,1538.720718
FDV40,OUT018,1100.154659
FDT45,OUT027,929.2947921
FDS47,OUT019,1298.317304
FDR45,OUT035,4093.251436
FDB03,OUT045,629.8702216
FDO49,OUT035,740.3515457
FDU60,OUT027,2598.308751
FDB26,OUT018,758.3672119
FDB46,OUT017,3678.741437
FDQ37,OUT019,3536.53485
FDN03,OUT017,4220.928507
NCX30,OUT045,3728.853348
FDK32,OUT019,2528.036179
DRM47,OUT013,2818.093163
NCO02,OUT046,967.6272249
FDP04,OUT013,936.2554079
NCO43,OUT049,298.7581236
FDD59,OUT013,1408.663147
FDQ10,OUT017,2750.806712
FDW45,OUT035,348.5418278
NCK30,OUT049,5095.805776
FDU31,OUT018,5106.701887
NCQ17,OUT019,2308.301399
FDN01,OUT017,2445.120038
FDZ19,OUT049,2156.496715
DRG37,OUT017,2375.142951
FDE32,OUT045,600.5397212
FDO34,OUT049,2571.424609
FDM04,OUT019,198.5743216
FDZ25,OUT049,3115.10756
FDU08,OUT049,1469.034099
NCW30,OUT045,3842.894037
NCM18,OUT013,865.1358834
FDS22,OUT035,687.2088525
NCH18,OUT017,3388.2782
FDC23,OUT013,3794.52482
FDY46,OUT013,2602.952082
NCU06,OUT046,3741.603991
FDX57,OUT045,1865.165884
FDX36,OUT027,5009.2222
FDL16,OUT045,1581.253129
FDT16,OUT010,684.3001985
FDN16,OUT018,2528.065103
FDC03,OUT046,5076.482813
DRF60,OUT013,5086.858948
FDS27,OUT027,4883.082809
FDP33,OUT010,582.9306771
FDJ36,OUT018,1774.562176
NCR42,OUT013,160.0485385
FDV14,OUT017,1260.090566
NCP42,OUT035,3089.165316
FDB50,OUT027,338.6516677
NCC30,OUT027,3112.035986
FDA23,OUT018,1563.084519
FDW16,OUT017,1292.006632
FDQ52,OUT010,4740.798404
FDB58,OUT049,2255.149624
NCP29,OUT049,1028.544027
NCM05,OUT045,4025.143876
FDO25,OUT013,3153.016749
NCM54,OUT046,1751.793141
NCL54,OUT046,3062.784604
FDL39,OUT010,2685.419534
FDF53,OUT018,2669.527416
NCQ42,OUT035,267.9974212
FDF58,OUT013,1073.864494
FDZ04,OUT035,1123.021212
FDE26,OUT019,2211.697966
FDS60,OUT017,4292.045045
FDV58,OUT017,2878.206222
FDM04,OUT045,198.5743216
FDE08,OUT035,2382.091675
NCB43,OUT049,2891.423436
FDU11,OUT010,2066.029106
FDF22,OUT019,4890.065781
FDE24,OUT013,380.0973167
DRJ49,OUT046,2699.199361
NCQ53,OUT035,4890.608842
NCL41,OUT013,1519.350848
FDR22,OUT013,1956.433392
FDH04,OUT035,1382.215409
DRH15,OUT045,764.3101022
FDY40,OUT049,844.0394039
NCI17,OUT035,1853.84476
NCC18,OUT013,576.5910962
FDY28,OUT027,3910.997571
FDB45,OUT027,1757.448502
NCL30,OUT018,2013.730413
FDM10,OUT017,2999.447453
FDH22,OUT027,2102.365682
NCZ53,OUT017,3207.82209
NCI18,OUT013,3466.926348
FDH14,OUT027,2952.592401
FDR36,OUT027,836.8401017
FDW01,OUT045,2044.747519
FDK02,OUT027,2769.510013
FDJ02,OUT018,1987.392999
FDU55,OUT013,5338.328775
NCV18,OUT027,1625.756069
FDH14,OUT018,2952.592401
FDZ37,OUT045,1572.770678
FDX49,OUT049,3844.405453
NCD43,OUT046,2392.499261
FDZ07,OUT013,973.6593188
FDK43,OUT035,2191.936271
FDR32,OUT018,3146.452406
FDT39,OUT013,2254.630589
NCV54,OUT017,263.9691885
FDF38,OUT018,641.8414732
FDV60,OUT046,3067.733987
FDH44,OUT027,2032.476734
FDS21,OUT046,930.587858
NCL41,OUT045,1519.350848
FDM46,OUT017,329.640154
FDU27,OUT045,933.8147407
NCJ54,OUT017,3945.700802
DRG51,OUT018,2308.939363
NCA29,OUT019,4405.345011
FDR47,OUT045,2691.876528
NCL19,OUT027,338.6281735
DRG01,OUT049,1371.413198
FDG10,OUT046,1025.106879
NCV05,OUT049,2483.057945
NCH18,OUT019,3388.2782
FDV14,OUT018,1260.090566
DRJ23,OUT035,3110.386642
DRJ11,OUT046,3456.982804
FDZ03,OUT017,3445.551838
FDI27,OUT010,813.3005273
FDJ14,OUT018,1333.120732
FDU32,OUT017,1890.832472
FDD47,OUT027,433.5913751
DRF36,OUT035,3079.240056
FDM21,OUT046,3427.916658
FDV10,OUT018,831.0722311
FDH60,OUT018,2712.363008
FDX47,OUT010,2125.781994
FDT19,OUT019,2947.969413
FDO11,OUT045,4279.747258
FDH24,OUT027,2471.189863
FDL02,OUT018,2229.06444
FDB02,OUT049,3011.779646
FDA43,OUT046,3307.427067
FDG52,OUT045,810.3033762
DRC12,OUT013,3235.942334
FDY37,OUT018,2159.009052
NCU18,OUT045,2458.491095
FDU09,OUT035,858.999218
DRJ25,OUT027,1643.105173
DRE12,OUT018,1604.209931
DRL47,OUT017,1949.017782
DRK01,OUT046,1504.063926
FDC22,OUT019,3307.457991
FDG44,OUT013,912.4565337
FDW04,OUT035,1845.746371
FDK09,OUT049,4138.179756
NCN43,OUT035,1736.548289
FDG04,OUT049,3528.665951
FDH32,OUT010,279.3314395
DRI47,OUT017,453.255507
DRE15,OUT013,1257.800212
FDY11,OUT035,1191.560564
FDO60,OUT049,793.1599991
FDQ20,OUT018,144.587372
FDO57,OUT027,3758.491889
FDT14,OUT019,2273.502651
FDA57,OUT049,695.3621643
DRN35,OUT017,1439.728883
FDJ03,OUT046,1752.516755
FDX28,OUT017,1460.179958
DRE25,OUT045,248.212783
FDR09,OUT046,592.0077756
FDB23,OUT035,3591.60916
FDO08,OUT045,4200.799396
FDQ23,OUT049,2000.853874
FDW04,OUT013,1845.746371
DRK13,OUT010,458.729399
NCL17,OUT027,430.555805
FDY21,OUT035,3486.477921
FDJ38,OUT027,3115.961732
FDA37,OUT019,1866.350531
FDV43,OUT013,179.4981843
FDL36,OUT046,1528.825493
FDD53,OUT045,736.3157076
FDZ19,OUT010,2156.496715
FDV21,OUT045,397.1044712
NCL54,OUT018,3062.784604
DRI47,OUT027,453.255507
DRG03,OUT049,2329.242244
FDG21,OUT013,3175.294802
FDW03,OUT018,293.8990395
NCI55,OUT046,1783.869702
DRC36,OUT019,2945.734988
FDH22,OUT017,2102.365682
FDV20,OUT045,2119.860658
NCU41,OUT027,4557.101058
FDN46,OUT027,1683.654023
FDK50,OUT045,528.8159609
NCA05,OUT027,1671.865181
DRH01,OUT018,2892.378037
FDT08,OUT018,357.9693212
FDM08,OUT018,5148.702026
FDZ07,OUT035,973.6593188
FDS22,OUT017,687.2088525
FDV35,OUT027,436.7491349
FDI28,OUT010,189.8671273
FDW58,OUT027,1799.586725
FDT52,OUT045,5615.382363
FDY34,OUT046,2893.26625
FDR10,OUT046,4069.664966
FDK57,OUT017,1813.654008
FDR02,OUT027,331.4704236
FDX49,OUT046,3844.405453
FDQ20,OUT046,144.587372
DRK23,OUT045,4512.211529
NCW06,OUT046,3258.43628
FDR31,OUT017,328.4561953
NCE43,OUT013,3359.852071
DRO59,OUT027,1454.789657
FDN09,OUT049,3305.999077
FDR11,OUT046,2591.424786
FDO57,OUT013,3758.491889
NCX18,OUT017,3289.496828
FDB05,OUT018,4709.399964
FDQ08,OUT018,1054.075582
NCG43,OUT035,1718.89392
FDJ56,OUT013,1956.359739
FDA13,OUT010,149.3580364
FDO56,OUT017,1990.724494
FDB37,OUT018,3230.810507
FDZ02,OUT018,1362.709054
FDQ24,OUT046,3813.267098
FDM16,OUT013,1189.807168
FDU35,OUT049,1587.072386
FDT35,OUT035,2705.272871
NCX30,OUT049,3728.853348
FDG04,OUT017,3528.665951
FDI12,OUT035,1355.795986
FDE35,OUT035,852.6754201
NCP14,OUT027,260.3526752
NCY53,OUT045,1721.575612
FDP49,OUT017,771.0053641
FDQ04,OUT017,1443.700396
FDM39,OUT035,2159.582409
FDO58,OUT019,2698.678588
FDC56,OUT017,1966.126889
NCQ54,OUT046,3351.741437
FDV10,OUT027,831.0722311
NCK17,OUT046,137.3060463
NCF55,OUT027,757.732645
FDV33,OUT013,4192.081222
NCH29,OUT019,2026.418769
FDA37,OUT027,1866.350531
FDH46,OUT018,1618.563238
FDS25,OUT035,2093.19302
FDH04,OUT027,1382.215409
FDX52,OUT046,3258.246521
NCD42,OUT017,769.8393726
FDW47,OUT017,1920.457441
FDL25,OUT027,1408.684427
NCJ06,OUT010,2200.379656
FDY09,OUT013,3553.528752
FDS40,OUT046,687.0559741
FDH41,OUT017,3393.018251
FDG38,OUT035,1471.647824
FDU03,OUT027,3284.33638
FDV20,OUT046,2119.860658
DRB13,OUT045,2786.262913
NCQ30,OUT013,2692.810589
NCH06,OUT013,3841.215384
FDU50,OUT018,1678.560537
NCO42,OUT019,2818.996249
FDW09,OUT018,1266.128237
FDH04,OUT013,1382.215409
FDC21,OUT045,1775.62716
FDL21,OUT049,665.7605059
FDM46,OUT010,329.640154
FDT22,OUT019,1029.12455
FDB28,OUT035,3456.463658
FDI12,OUT018,1355.795986
FDA28,OUT045,309.0047981
FDF59,OUT013,1973.626339
FDM45,OUT027,2758.491053
FDQ56,OUT017,1540.642017
FDR46,OUT049,2383.636567
FDT01,OUT013,602.5447607
FDD16,OUT027,1997.893145
NCU30,OUT010,2801.586975
FDM40,OUT010,2236.038658
FDI56,OUT035,1466.06673
NCS30,OUT013,2847.859984
FDU08,OUT017,1469.034099
FDX51,OUT027,2722.48523
FDA43,OUT045,3307.427067
FDX59,OUT010,537.3807479
FDC37,OUT018,2449.633708
FDP58,OUT013,3541.506727
NCY42,OUT035,2810.213432
FDF21,OUT018,2696.539304
FDU10,OUT027,1454.177556
DRL47,OUT018,1949.017782
FDA58,OUT018,3559.569103
FDJ22,OUT049,2797.357816
FDK50,OUT046,528.8159609
FDO38,OUT035,197.6088669
DRF60,OUT035,5086.858948
NCZ42,OUT019,3289.225785
FDD35,OUT049,2095.069079
FDL25,OUT045,1408.684427
FDJ16,OUT013,1820.064981
DRK59,OUT049,3767.065976
FDI50,OUT046,714.7475822
NCB19,OUT045,1670.349602
DRI37,OUT035,952.122257
FDA14,OUT027,2218.141284
FDC08,OUT018,3966.718423
FDS45,OUT046,1857.98222
FDI21,OUT049,1307.219615
DRJ47,OUT035,3057.421435
DRE37,OUT027,4604.171163
FDT55,OUT018,2454.020187
NCG42,OUT027,2256.581973
FDA31,OUT049,3095.656023
NCW42,OUT046,3513.079201
FDF50,OUT017,2896.960099
FDK56,OUT049,3187.271752
FDX10,OUT035,674.9319521
NCK07,OUT027,3934.44858
FDZ49,OUT017,3322.259863
FDR33,OUT013,2837.192338
FDO44,OUT018,1914.512534
FDA20,OUT046,2822.431958
NCL30,OUT045,2013.730413
FDI05,OUT019,1145.852166
FDQ12,OUT018,534.3932484
FDH47,OUT017,1680.855891
FDH34,OUT018,2932.777195
FDF29,OUT046,1980.62503
FDG40,OUT018,669.4800862
NCE18,OUT017,5625.762997
FDP21,OUT010,3463.347257
FDY50,OUT013,1341.810751
FDB36,OUT049,2172.496953
NCZ29,OUT049,3095.912454
FDU20,OUT018,1631.958969
FDO56,OUT013,1990.724494
FDW31,OUT049,2964.985003
DRH59,OUT013,1068.743622
NCB30,OUT017,3235.403129
FDK43,OUT027,2191.936271
FDW43,OUT045,5604.060788
NCL19,OUT017,338.6281735
FDJ27,OUT046,1660.235984
FDC45,OUT046,2805.723935
FDY40,OUT035,844.0394039
NCM41,OUT035,2661.629449
NCK18,OUT019,3057.178687
FDP37,OUT049,2069.672492
FDA27,OUT027,3371.609686
NCX30,OUT035,3728.853348
FDR09,OUT017,592.0077756
FDG08,OUT027,4464.356509
NCU30,OUT013,2801.586975
FDB16,OUT017,1232.016861
FDM16,OUT017,1189.807168
FDC48,OUT013,2061.361993
NCF18,OUT046,3178.151056
FDU46,OUT018,1588.180907
FDH41,OUT018,3393.018251
NCN42,OUT010,2708.239876
FDU49,OUT046,1596.520152
FDB20,OUT027,243.6116519
FDG50,OUT019,2458.446301
FDW20,OUT045,1722.566941
NCO55,OUT049,1666.310447
